report_id,utility,event_year,label,version,document_url,original_url,redlined,partial_corrections,mbl_advance_notice,mbl_advance_notice_confidence,mbl_advance_notice_source,wind_threshold_cited,wind_threshold_cited_confidence,wind_threshold_cited_source,complaints_reported,complaints_reported_confidence,complaints_reported_source,claims_reported,claims_reported_confidence,claims_reported_source,canceled_after_notice,canceled_after_notice_confidence,canceled_after_notice_source,customers_deenergized,customers_deenergized_source,counties_deenergized,counties_deenergized_source,counties_deenergized_names,first_deenergization,first_deenergization_source,first_deenergization_pdf_value,last_restoration,last_restoration_source,last_restoration_pdf_value,event_duration_hours,luna_text_truncated_after_page,image_pages_transcribed,image_pages_unread,flags
sce__sce_psps_postevent_reportjuly_29aug_2_2019_8162019,SCE,2019,"Jul. 29-Aug. 2, 2019: Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportjuly-29aug-2-2019-8162019.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportjuly-29aug-2-2019-8162019.pdf,False,,not_applicable,1.0,PDF pages 3;4;9;10,not_stated,0.83,PDF pages 2;3;4;5;6;7;8;10,zero,0.99,PDF pages 3;4;8;9,zero,0.78,PDF pages 3;4;8;9,yes,1.0,PDF pages 3;4,0,PDF page 8,0,PDF page 8,,,,,,,,,,1,,wind_threshold_cited:low_confidence claims_reported:low_confidence
sce__sce_psps_postevent_reportoct_212_2019_10252019,SCE,2019,"Oct. 2-12, 2019 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportoct-212-2019-10252019.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportoct-212-2019-10252019.pdf,False,,not_stated,0.76,PDF pages 3;4;19;20,met,1.0,PDF pages 3;4;5;6;7;8;9;18,one_or_more,1.0,PDF pages 3;4;15;16,zero,1.0,PDF pages 3;4;15;16,yes,0.97,PDF pages 3;4;56,24112,PDF page 18,6,PDF page 11,Kern; Los Angeles; Riverside; San Bernardino; Santa Barbara; Ventura,2019-10-09 11:57,PDF page 8,2019-10-09 11:57,2019-10-18 19:23,PDF page 16,2019-10-18 19:23,223.43,,1,,mbl_advance_notice:low_confidence
sce__sce_psps_postevent_reportoct_27nov_4_2019_11192019,SCE,2019,"Oct. 27-Nov. 4, 2019 Proactive De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportoct-27nov-4-2019-11192019.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportoct-27nov-4-2019-11192019.pdf,False,,not_stated,0.51,PDF pages 3;4;10;16;19;20;21,met,0.99,PDF pages 3;4;5;6;7;8;9;10,one_or_more,1.0,PDF pages 3;4;15;16,one_or_more,0.93,PDF pages 3;4;13;15;16,yes,1.0,PDF pages 3;4;50,126364,PDF page 18,7,PDF page 7,Fresno; Kern; Los Angeles; Madera; Riverside; San Bernardino; Ventura,2019-10-27 03:57,PDF page 5,2019-10-27 03:57,2019-11-06 13:15,PDF page 11,2019-11-06 13:15,249.3,,1,,mbl_advance_notice:low_confidence
sce__sce_psps_postevent_reportsept_919_2019_1032019,SCE,2019,"Sept. 9-19, 2019: Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportsept-919-2019-1032019.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportsept-919-2019-1032019.pdf,False,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,14500,PDF page 6,2,PDF page 6,Inyo; Mono,2019-09-16 13:03,PDF page 6,2019-09-16 13:03,2019-09-18 19:36,PDF page 7,2019-09-18 19:36,54.55,,1,,mbl_advance_notice:no_matching_page wind_threshold_cited:no_matching_page complaints_reported:no_matching_page claims_reported:no_matching_page canceled_after_notice:no_matching_page
sce__2020_11_29_sce_psps_post_event_report_final,SCE,2020,"Nov. 29-Dec. 4, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/2020-11-29-sce-psps-post-event-report-final.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/2020-11-29-sce-psps-post-event-report-final.pdf,False,,some_not_notified,0.36,PDF pages 3;4;26;27;28;59,met,1.0,PDF pages 3;4;18;19;20;22;24;25,one_or_more,1.0,PDF pages 3;4;12;13,one_or_more,1.0,PDF pages 3;4;12;13,yes,0.79,PDF pages 3;4,51407,PDF page 3,6,PDF page 6,Kern; Los Angeles; Orange; Riverside; San Bernardino; Ventura,2020-12-02 08:08,PDF page 6,2020-12-02 08:08,2020-12-04 18:30,PDF page 3,2020-12-04 18:30,58.37,,0,,mbl_advance_notice:low_confidence canceled_after_notice:low_confidence
sce__nov_14_18_2020_sce_psps_post_event_report,SCE,2020,"Nov. 14-18, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-14-18-2020-sce-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-14-18-2020-sce-psps-post-event-report.pdf,False,,not_stated,0.86,PDF pages 3;4;13;14;24;27;30;33,met,1.0,PDF pages 3;4;5;7;10;11;12,one_or_more,1.0,PDF pages 3;4;8;9,zero,0.57,PDF pages 3;4;8;9,yes,1.0,PDF pages 3;4;6;12,517,PDF page 13,4,PDF page 3,Inyo; Mono; Kern; Los Angeles,2020-11-16 09:31,PDF page 6,2020-11-16 09:31,2020-11-18 21:55,PDF page 6,2020-11-18 21:55,60.4,,0,,mbl_advance_notice:low_confidence claims_reported:low_confidence
sce__nov_24_28_2020_sce_psps_post_event_report,SCE,2020,"Nov. 24-28, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-24-28-2020-sce-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-24-28-2020-sce-psps-post-event-report.pdf,False,,not_stated,0.3,PDF pages 3;4;16;17;18;50,met,0.91,PDF pages 3;4;5;12;13;14;15;16,one_or_more,1.0,PDF pages 3;4;8;9,one_or_more,0.99,PDF pages 3;4;8;9,yes,0.96,PDF pages 3;4;7,20687,PDF page 3,5,PDF page 3,Kern; Los Angeles; Orange; San Bernardino; Ventura,2020-11-26 07:00,PDF page 6,2020-11-26 07:00,2020-11-28 14:25,PDF page 3,2020-11-28 14:25,55.42,,0,,mbl_advance_notice:low_confidence
sce__nov_3_7_2020_sce_psps_post_event_report,SCE,2020,"Nov. 3-7, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-3-7-2020-sce-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-3-7-2020-sce-psps-post-event-report.pdf,False,,not_stated,1.0,PDF pages 19;22;25;28;32;35;38;41,met,1.0,PDF pages 5;9;10,zero,0.75,PDF pages 7,zero,1.0,PDF pages 7,NO_MATCHING_PAGE,,,1335,PDF page 5,2,PDF page 5,Mono County; San Bernardino County,2020-11-06 10:54,PDF page 6,2020-11-06 10:54,2020-11-07 09:37,PDF page 6,2020-11-07 09:37,22.72,,0,,complaints_reported:low_confidence canceled_after_notice:no_matching_page
sce__sce_jun_25_28_2020_psps_post_event_report,SCE,2020,"June 25-28, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-jun-25-28-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-jun-25-28-2020-psps-post-event-report.pdf,False,,not_applicable,1.0,PDF pages 3;4;9;10;20;24;27;30,not_stated,0.87,PDF pages 3;4;5;9,zero,0.96,PDF pages 3;4;7;8,zero,0.78,PDF pages 3;4;7;8,yes,0.99,PDF pages 3;4,0,PDF page 3,0,PDF page 3,,,,,,,,,,1,,wind_threshold_cited:low_confidence claims_reported:low_confidence
sce__sce_may_27_30_2020_psps_post_event_report,SCE,2020,"May 27-30, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-may-27-30-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-may-27-30-2020-psps-post-event-report.pdf,False,,not_applicable,1.0,PDF pages 3;4;9;10;17,not_stated,0.89,PDF pages 3;4;5,zero,0.97,PDF pages 3;4;7;8,zero,0.8,PDF pages 3;4;7;8,yes,1.0,PDF pages 3;4,0,PDF page 3,0,PDF page 3,,,,,,,,,,1,,wind_threshold_cited:low_confidence claims_reported:low_confidence
sce__sce_oct_16_2020_psps_post_event_report,SCE,2020,"Oct, 16, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-16-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-16-2020-psps-post-event-report.pdf,False,,not_stated,0.22,PDF pages 38,met,1.0,PDF pages 8,zero,0.96,PDF pages 6,zero,1.0,PDF pages 6,NO_MATCHING_PAGE,,,86,PDF page 3,2,PDF page 3,Los Angeles; Ventura,2020-10-16 08:27,PDF page 5,2020-10-16 08:27,2020-10-16 18:12,PDF page 5,2020-10-16 18:12,9.75,,1,,mbl_advance_notice:low_confidence canceled_after_notice:no_matching_page
sce__sce_oct_23_28_2020_psps_post_event_report,SCE,2020,"Oct. 23-28, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-23-28-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-23-28-2020-psps-post-event-report.pdf,False,,some_not_notified,0.59,PDF pages 3;4;20;21;22;540,met,1.0,PDF pages 3;4;5;6;14;15;19;20,zero,0.88,PDF pages 3;4;12;13,one_or_more,1.0,PDF pages 3;4;12;13,yes,0.47,PDF pages 3;4;9;13;14,36307,PDF page 3,6,PDF page 3,Kern; Ventura; Los Angeles; San Bernardino; Orange; Riverside,2020-10-26 06:23,PDF page 6,2020-10-26 06:23,2020-10-29 11:53,PDF page 12,2020-10-29 11:53,77.5,,0,,mbl_advance_notice:low_confidence complaints_reported:low_confidence canceled_after_notice:low_confidence
sce__sce_psps_post_event_report_2020_july_31_to_august_4,SCE,2020,"July 31-Aug. 4, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-psps-post-event-report-2020-july-31-to-august-4.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-psps-post-event-report-2020-july-31-to-august-4.pdf,False,,not_stated,0.93,PDF pages 3;4;12;13;19;22;25;29,met,0.99,PDF pages 1;2;3;4;5;6;7;9,zero,0.99,PDF pages 3;4;7;8,zero,1.0,PDF pages 3;4;7;8,yes,1.0,PDF pages 3;4;8,17,PDF page 3,2,PDF page 134,Kern; Los Angeles,2020-08-02 14:15,PDF page 3,2020-08-02 14:15,2020-08-04 10:30,PDF page 6,2020-08-04 10:30,44.25,,1,,
sce__sce_sept_5_11_2020_psps_post_event_report,SCE,2020,"Sept. 5-11, 2020: PSPS Post Event Report",Amended,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/sce-amended-sept-5-11-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-sept-5-11-2020-psps-post-event-report.pdf,False,,not_stated,0.51,PDF pages 4;5;14;15;16;204;205,met,1.0,PDF pages 4;5;7;8;9;12;13;14,zero,1.0,PDF pages 4;5;9;10,zero,1.0,PDF pages 4;5;9;10,yes,0.64,PDF pages 4;5;9,252,PDF page 4,2,PDF page 4,Los Angeles; Ventura,2020-09-09 02:37,PDF page 8,2020-09-09 02:37,2020-09-12 08:10,PDF page 4,2020-09-12 08:10,77.55,,1,,mbl_advance_notice:low_confidence canceled_after_notice:low_confidence
sce__2021614sce_post_event_report_final,SCE,2021,"June 14, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf,False,,not_applicable,1.0,PDF pages 4;5;8;9;33,not_stated,0.69,PDF pages 4;5;6;7;8;12,zero,0.44,PDF pages 3;4;5;12;13,zero,0.77,PDF pages 3;4;5;12;13,yes,1.0,PDF pages 4;5;7;8;9;11;12,0,PDF page 4,0,PDF page 5,,,,,,,,,,1,,wind_threshold_cited:low_confidence complaints_reported:low_confidence claims_reported:low_confidence
sce__jan_1221_2021_sce_psps_post_event_report,SCE,2021,"Jan 12-21, 2021: SCE PSPS Post Event Report",Amended,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-jan-1221-2021-psps-post-event-report-amended.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/jan-1221-2021-sce-psps-post-event-report.pdf,False,,not_stated,0.57,PDF pages 66;77;78,met,1.0,PDF pages 5;6;7;15;16;30;31;33,one_or_more,1.0,PDF pages 10;11,one_or_more,0.99,PDF pages 10,NO_MATCHING_PAGE,,,114341,PDF page 3,8,PDF page 9,Fresno; Kern; Madera; Los Angeles; Orange; Riverside; San Bernardino; Ventura,2021-01-14 04:13,PDF page 8,2021-01-14 04:13,2021-01-21 18:30,PDF page 8,2021-01-21 18:30,182.28,,0,,mbl_advance_notice:low_confidence canceled_after_notice:no_matching_page
sce__r1812005_sce_psps_postevent_report_for_112121,SCE,2021,"Nov. 21, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sce-psps-postevent-report-for-112121.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sce-psps-postevent-report-for-112121.pdf,False,,all_notified,0.58,PDF pages 9;10;11;23;24;32;33;99,met,0.95,PDF pages 9;10;11;12;13;14;15;22,one_or_more,1.0,PDF pages 9;10;11;41;42;95;96;138,one_or_more,1.0,PDF pages 9;10;11;41;42;43;95;138,yes,1.0,PDF pages 9;10;11;23;31;33;36;37,5235,PDF page 8,4,PDF page 8,Los Angeles; Ventura; San Bernardino; Riverside,2021-11-21 05:41,PDF page 24,2021-11-21 05:41,2021-11-22 13:45,PDF page 24,2021-11-22 13:45,32.07,,7,,mbl_advance_notice:low_confidence
sce__r1812005_sce_psps_postevent_report_for_112421,SCE,2021,"Nov. 24, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sce-psps-postevent-report-for-112421.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sce-psps-postevent-report-for-112421.pdf,False,,all_notified,0.44,PDF pages 9;10;11;22;23;30;31;39,met,1.0,PDF pages 9;10;11;12;13;15;17;50,one_or_more,1.0,PDF pages 7;9;10;11;39;40;50,one_or_more,1.0,PDF pages 7;9;10;11;19;39;40;41,yes,1.0,PDF pages 9;10;11;21;22;23;35;45,78514,PDF page 22,5,PDF page 22,Los Angeles; Orange; Riverside; San Bernardino; Ventura,2021-11-24 11:58,PDF page 22,2021-11-24 11:58,2021-11-26 19:48,PDF page 22,2021-11-26 19:48,55.83,,6,,mbl_advance_notice:low_confidence
sce__r1812005sce_psps_postevent_report_for_102221,SCE,2021,"Oct. 22, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005sce-psps-postevent-report-for-102221.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005sce-psps-postevent-report-for-102221.pdf,False,,all_notified,0.97,PDF pages 9;10;11;21;22;32;33;40,met,1.0,PDF pages 9;10;11;12;13;14;19;20,one_or_more,1.0,PDF pages 9;10;11;40;41;79;80;94,zero,1.0,PDF pages 9;10;11;40;41;79;80;94,yes,1.0,PDF pages 9;10;11;21;22;27;34;35,112,PDF page 8,1,PDF page 10,Mono,2021-10-22 09:26,PDF page 9,2021-10-22 09:26,2021-10-22 16:29,PDF page 21,2021-10-22 16:29,7.05,,5,,
sce__r1812005sce_psps_postevent_report_for_93021,SCE,2021,"Sept 30, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005sce-psps-postevent-report-for-93021.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005sce-psps-postevent-report-for-93021.pdf,False,,not_applicable,0.5,PDF pages 9;10;20;21;22;23;61;62,met,1.0,PDF pages 9;10;11;12;14;15;16;61,zero,1.0,PDF pages 7;9;10;26;27;61;62,zero,1.0,PDF pages 7;9;10;17;26;27;61;62,not_stated,0.44,PDF pages 9;10;58;61;67,9,PDF page 9,1,PDF page 9,Los Angeles,2021-09-30 06:02,PDF page 9,2021-09-30 06:02,2021-09-30 15:51,PDF page 9,2021-09-30 15:51,9.82,,0,,mbl_advance_notice:low_confidence canceled_after_notice:low_confidence
sce__sce_apr_1213_2021psps_post_event_report,SCE,2021,"April 12-13, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-apr-1213-2021psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-apr-1213-2021psps-post-event-report.pdf,False,,not_stated,0.38,PDF pages 9;34,met,1.0,PDF pages 8;13,zero,0.96,PDF pages 6,zero,0.99,PDF pages 6,NO_MATCHING_PAGE,,,78,PDF page 3,2,PDF page 9,Inyo; Mono,2021-04-13 15:37,PDF page 5,2021-04-13 15:37,2021-04-13 18:29,PDF page 5,2021-04-13 18:29,2.87,,0,,mbl_advance_notice:low_confidence canceled_after_notice:no_matching_page
sce__sce_october_11_2021_psps_post_event_report,SCE,2021,"Oct. 11, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-11-2021-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-11-2021-psps-post-event-report.pdf,False,,all_notified,0.4,PDF pages 9;10;21;22;26;27;75;79,met,0.95,PDF pages 9;10;11;12;14;19;20;75,one_or_more,1.0,PDF pages 7;9;10;34;35;75;76;121,zero,1.0,PDF pages 9;10;18;34;35;75;76;121,yes,1.0,PDF pages 9;10;21;22;28;29;75;86,40,PDF page 9,1,PDF page 9,Los Angeles,2021-10-11 15:08,PDF page 22,2021-10-11 15:08,2021-10-12 14:30,PDF page 22,2021-10-12 14:30,23.37,,4,,mbl_advance_notice:low_confidence
sce__sce_october_15_2021_psps_post_event_report,SCE,2021,"Oct. 15, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-15-2021-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-15-2021-psps-post-event-report.pdf,False,,all_notified,0.45,PDF pages 9;10;11;21;26;27;88;89,met,0.96,PDF pages 9;10;11;12;13;14;19;20,one_or_more,1.0,PDF pages 9;10;11;34;35;75;76;121,zero,1.0,PDF pages 9;10;11;34;35;75;76;121,yes,1.0,PDF pages 9;10;11;21;27;28;29;87,67,PDF page 8,2,PDF page 22,Riverside; Los Angeles,2021-10-15 06:41,PDF page 22,2021-10-15 06:41,2021-10-16 08:57,PDF page 22,2021-10-16 08:57,26.27,,4,,mbl_advance_notice:low_confidence
sce__sce_october_16_18_2021_psps_post_event_report,SCE,2021,"Oct. 16-18, 2021: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-16-18-2021-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-16-18-2021-psps-post-event-report.pdf,False,,not_applicable,1.0,PDF pages 5;6;7;18;22;23;24;28,not_stated,0.75,PDF pages 5;6;7;8;9;10;16;17,one_or_more,1.0,PDF pages 3;5;6;7;28;29,not_stated,0.28,PDF pages 3;5;6;7;14;28;29,yes,1.0,PDF pages 4;5;6;7;18;22;29;30,0,PDF page 4,0,PDF page 6,,,,,,,,,,5,,wind_threshold_cited:low_confidence claims_reported:low_confidence
sce__r1812005_sce_psps_post_event_report_for_10_22_22_high_threat_event,SCE,2022,"October 22, 2022: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-10-22-22-high-threat-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-10-22-22-high-threat-event.pdf,False,,not_applicable,1.0,PDF pages 8;9;10;21;22;26;27;70,not_stated,0.78,PDF pages 8;9;10;11;12;13;19;20,one_or_more,1.0,PDF pages 8;9;10;32;33;69;70;105,zero,1.0,PDF pages 8;9;10;32;33;69;70;105,yes,1.0,PDF pages 8;9;10;11;20;21;28;33,0,PDF page 8,0,PDF page 9,,,,,,,,,,3,,wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_report_for_11_19_22_de_energization_event,SCE,2022,"November 19, 2022: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-19-22-de-energization-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-19-22-de-energization-event.pdf,False,,some_not_notified,0.54,PDF pages 8;9;20;21;27;28;35,met,0.99,PDF pages 8;9;10;11;12;13;18;19,one_or_more,1.0,PDF pages 6;8;9;35;36,one_or_more,0.98,PDF pages 6;8;9;16;35;36;37,yes,1.0,PDF pages 8;9;19;20;26;27;29;30,5373,PDF page 8,2,PDF page 8,Los Angeles; Ventura,2022-11-19 08:13,PDF page 21,2022-11-19 08:13,2022-11-20 09:55,PDF page 21,2022-11-20 09:55,25.7,,3,,mbl_advance_notice:low_confidence
sce__r1812005_sce_psps_post_event_report_for_11_24_22_de_energization_event,SCE,2022,"November 24, 2022: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-24-22-de-energization-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-24-22-de-energization-event.pdf,False,,all_notified,0.32,PDF pages 8;9;10;21;22;29;30;38,met,0.86,PDF pages 8;9;10;11;12;13;18;19,one_or_more,1.0,PDF pages 6;8;9;10;38;39,one_or_more,1.0,PDF pages 6;8;9;10;17;38;39;40,yes,1.0,PDF pages 8;9;10;19;20;21;34;49,10195,PDF page 8,3,PDF page 8,Los Angeles; Riverside; Ventura,2022-11-24 06:30,PDF page 22,2022-11-24 06:30,2022-11-27 12:07,PDF page 40,2022-11-27 12:07,77.62,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_report_for_9_9_22,SCE,2022,"September 7-9, 2022: SCE Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-9-9-22.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-9-9-22.pdf,False,,not_applicable,0.5,PDF pages 65;66;118,not_stated,0.94,PDF pages 63;65;66;67;68;69,one_or_more,1.0,PDF pages 65;66;118;119,not_stated,0.99,PDF pages 65;66;118;119,no,0.53,PDF pages 65;66;67;74;75,0,PDF page 9,0,PDF page 9,,,,,,,,,,0,,mbl_advance_notice:low_confidence canceled_after_notice:low_confidence
sce__sce_psps_post_event_report_for_06_15_22,SCE,2022,"June 15, 2022: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/sce-psps-post-event-report-for-06-15-22.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/sce-psps-post-event-report-for-06-15-22.pdf,False,,not_applicable,1.0,PDF pages 8;9;10;19;26;27,not_met,0.35,PDF pages 8;9;10;11;13;14;18;19,zero,1.0,PDF pages 6;8;9;10;33;34;68;69,zero,1.0,PDF pages 8;9;10;16;33;34;68;69,yes,1.0,PDF pages 7;8;9;10;19;26;28;34,0,PDF page 7,0,PDF page 7,,,,,,,,,,2,,wind_threshold_cited:low_confidence
